chemical_code,chemical,items_2019,items_2020
239624096,DUMMY CHEMICAL SUBSTANCE 239624096,0,0
1311010I0,Isopropyl alcohol,0,0
0504040M0,Mepacrine hydrochloride,0,0
220238305,DUMMY CHEMICAL SUBSTANCE 220238305,0,0
1310050P0,Phenol,0,0
0204000H0,Bisoprolol fumarate,0,0
0901011P0,Ferrous sulfate,0,0
0407020AD,Oxycodone hydrochloride,0,0
1106000AF,Bimatoprost,0,0
0601023AH,Saxagliptin/metformin,0,0
1304000X0,Hydrocortisone acetate,0,0
238009080,DUMMY CHEMICAL SUBSTANCE 238009080,0,0
1001010C0,Diclofenac sodium,0,0
0407020K0,Diamorphine hydrochloride (Systemic),0,0
0601023W0,Metformin hydrochloride/pioglitazone,0,0
0212000F0,Colestyramine,0,0
0905022T0,Lanthanum carbonate,0,0
233510037,DUMMY CHEMICAL SUBSTANCE 233510037,0,0
221510015,DUMMY CHEMICAL SUBSTANCE 221510015,0,0
0206020Q0,Nicardipine hydrochloride,0,0
0101010J0,Magnesium trisilicate,0,0
090101100,Other oral iron preparations,0,0
0606020Y0,Alendronic acid/colecalciferol,0,0
202000002,DUMMY CHEMICAL SUBSTANCE 202000002,0,0
200325000,DUMMY CHEMICAL SUBSTANCE 200325000,0,0
131003000,Other antiviral preparations,0,0
1001040A0,Benzbromarone,0,0
0902011P0,Sodium polystyrene sulfonate,0,0
200201001,DUMMY CHEMICAL SUBSTANCE 200201001,0,0
1001010Q0,Phenylbutazone,0,0
221024010,DUMMY CHEMICAL SUBSTANCE 221024010,0,0
0901030H0,Oxymetholone,0,0
0902021G0,Glucose,0,0
0409010B0,Amantadine hydrochloride,0,0
201200001,DUMMY CHEMICAL SUBSTANCE 201200001,0,0
200301004,DUMMY CHEMICAL SUBSTANCE 200301004,0,0
1103010B0,Ciprofloxacin,0,0
1106000I0,Betaxolol,0,0
0409010A0,Apomorphine hydrochloride,0,0
1312000C0,Aluminium chloride,0,0
1305020F0,Dithranol,0,0
238001080,DUMMY CHEMICAL SUBSTANCE 238001080,0,0
233534536,DUMMY CHEMICAL SUBSTANCE 233534536,0,0
237066070,DUMMY CHEMICAL SUBSTANCE 237066070,0,0
230510605,DUMMY CHEMICAL SUBSTANCE 230510605,0,0
130400000,Other topical corticosteroid preparations,0,0
0206040AI,Moxisylyte hydorchloride,0,0
0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),0,0
0208020I0,Pentosan polysulfate sodium,0,0
236033560,DUMMY CHEMICAL SUBSTANCE 236033560,0,0
060602000,Other bisphosphonate and other preparations,0,0
238524085,DUMMY CHEMICAL SUBSTANCE 238524085,0,0
0503021D0,Inosine pranobex,0,0
1404000AM,"Humpapvirus(Type 6,11,16,18,31,33,45,52,58)",0,0
210601003,DUMMY CHEMICAL SUBSTANCE 210601003,0,0
213000005,DUMMY CHEMICAL SUBSTANCE 213000005,0,0
0401020K0,Diazepam,0,0
238047080,DUMMY CHEMICAL SUBSTANCE 238047080,0,0
1202010U0,Mometasone furoate,0,0
0409020S0,Procyclidine hydrochloride,0,0
0109040N0,Pancreatin,0,0
200306000,DUMMY CHEMICAL SUBSTANCE 200306000,0,0
200309000,DUMMY CHEMICAL SUBSTANCE 200309000,0,0
0601023AM,Canagliflozin,0,0
040801050,Topiramate,0,0
200202010,DUMMY CHEMICAL SUBSTANCE 200202010,0,0
0401020B0,Buspirone hydrochloride,0,0
1303000D0,Calamine,0,0
0205020H0,Methyldopa,0,0
0407010B0,Aspirin,0,0
1315000G0,Depigmenting agents,0,0
200304000,DUMMY CHEMICAL SUBSTANCE 200304000,0,0
0906050T0,Tocopheryl acetate,0,0
229007590,DUMMY CHEMICAL SUBSTANCE 229007590,0,0
0407020AF,Oxycodone hydrochloride/naloxone hydrochloride,0,0
239601098,DUMMY CHEMICAL SUBSTANCE 239601098,0,0
0105020D0,Prednisolone sodium metasulphobenzoate,0,0
0607010T0,Quinagolide hydrochloride,0,0
0406000AA,Doxylamine succinate/pyridoxine hydrochloride,0,0
0704060A0,Dapoxetine hydrochloride,0,0
229034091,DUMMY CHEMICAL SUBSTANCE 229034091,0,0
0407020T0,Pentazocine hydrochloride,0,0
239610097,DUMMY CHEMICAL SUBSTANCE 239610097,0,0
0402010B0,Benperidol,0,0
237533775,DUMMY CHEMICAL SUBSTANCE 237533775,0,0
221510015,DUMMY CHEMICAL SUBSTANCE 221510015,0,0
0410010D0,Nalmefene,0,0
234507045,DUMMY CHEMICAL SUBSTANCE 234507045,0,0
212700020,DUMMY CHEMICAL SUBSTANCE 212700020,0,0
0505060I0,Ivermectin,0,0
131500000,Other miscellaneous topical preparations,0,0
010604000,Other osmotic laxative preparations,0,0
200700001,DUMMY CHEMICAL SUBSTANCE 200700001,0,0
223049530,DUMMY CHEMICAL SUBSTANCE 223049530,0,0
0408010W0,Sodium valproate,213680,0
0803041B0,Anastrozole,47453,0
201100002,DUMMY CHEMICAL SUBSTANCE 201100002,4906,0
091200000,Other health supplement preparations,11741,0
0601023Z0,Metformin hydrochloride/vildagliptin,3898,0
0801050P0,Hydroxycarbamide,7599,0
0106070A0,Prucalopride,9326,0
200301004,DUMMY CHEMICAL SUBSTANCE 200301004,5455,0
0301011X0,Indacaterol maleate,1787,0
234665046,DUMMY CHEMICAL SUBSTANCE 234665046,356,0
0501030Z0,Doxycycline monohydrate,1208,0
233056030,DUMMY CHEMICAL SUBSTANCE 233056030,127,0
0604011D0,Ethinylestradiol,280,0
0904010Z0,Gluten free/low protein biscuits,395,0
200303000,DUMMY CHEMICAL SUBSTANCE 200303000,1737,0
239410098,DUMMY CHEMICAL SUBSTANCE 239410098,224,0
225017550,DUMMY CHEMICAL SUBSTANCE 225017550,279,0
237002770,DUMMY CHEMICAL SUBSTANCE 237002770,145,0
0604020F0,Mesterolone,8,0
1001030AA,Apremilast,24,0
0408010AA,Felbamate,8,0
1311010S0,Sodium chloride,0,0
0904010Q0,Gluten free pasta,0,0
0908010AL,Sucrase,0,0
0206020A0,Amlodipine,0,0
1304000F0,Betamethasone valerate,0,0
1304000Y0,Mometasone furoate,0,0
210200012,DUMMY CHEMICAL SUBSTANCE 210200012,0,0
0603020J0,Hydrocortisone,0,0
226020860,DUMMY CHEMICAL SUBSTANCE 226020860,0,0
0901011W0,Sodium feredetate,0,0
200900007,DUMMY CHEMICAL SUBSTANCE 200900007,0,0
0401010C0,Cloral betaine,0,0
1308010W0,Diclofenac sodium,0,0
226048060,DUMMY CHEMICAL SUBSTANCE 226048060,0,0
223039530,DUMMY CHEMICAL SUBSTANCE 223039530,0,0
239607096,DUMMY CHEMICAL SUBSTANCE 239607096,0,0
0106050S0,Sodium picosulfate,0,0
223029530,DUMMY CHEMICAL SUBSTANCE 223029530,0,0
0407020AF,Oxycodone hydrochloride/naloxone hydrochloride,0,0
1305020F0,Dithranol,0,0
0408010AG,Stiripentol,0,0
239441094,DUMMY CHEMICAL SUBSTANCE 239441094,0,0
237037570,DUMMY CHEMICAL SUBSTANCE 237037570,0,0
229024090,DUMMY CHEMICAL SUBSTANCE 229024090,0,0
0406000E0,Flunarizine dihydrochloride,0,0
239604596,DUMMY CHEMICAL SUBSTANCE 239604596,0,0
0406000AF,Granisetron,0,0
233530536,DUMMY CHEMICAL SUBSTANCE 233530536,0,0
210706202,DUMMY CHEMICAL SUBSTANCE 210706202,0,0
130900000,Other shampoo and scalp preparations,0,0
1501043F0,Fentanyl citrate,0,0
0310000Q0,Phenylephrine hydrochloride,0,0
1105000P0,Phenylephrine hydrochloride,0,0
0801050R0,Mitotane,0,0
0904010Q0,Gluten free pasta,0,0
1001030X0,Golimumab,0,0
1107000N0,Lidocaine hydrochloride,0,0
1301010P0,Paraffin hard,0,0
0205051G0,Co-zidocapt (Hydrochlorothiazide/captopril),0,0
236030562,DUMMY CHEMICAL SUBSTANCE 236030562,0,0
210115003,DUMMY CHEMICAL SUBSTANCE 210115003,0,0
0704050J0,Papaverine hydrochloride,0,0
0503010AD,Maraviroc,0,0
0407041AC,Erenumab,0,0
0202010B0,Bendroflumethiazide,0,0
0501013B0,Amoxicillin,0,0
214800001,DUMMY CHEMICAL SUBSTANCE 214800001,0,0
0901020D0,Cyanocobalamin,0,0
0502030B0,Nystatin,0,0
226017560,DUMMY CHEMICAL SUBSTANCE 226017560,0,0
1201010AC,Ciprofloxacin,0,0
0803041C0,Exemestane,0,0
0208010W0,Tinzaparin sodium,0,0
231565015,DUMMY CHEMICAL SUBSTANCE 231565015,0,0
230510605,DUMMY CHEMICAL SUBSTANCE 230510605,0,0
0906060Q0,Phytomenadione,0,0
0402020L0,Fluphenazine decanoate,0,0
212700014,DUMMY CHEMICAL SUBSTANCE 212700014,0,0
1108010N0,Paraffin soft yellow,0,0
233002632,DUMMY CHEMICAL SUBSTANCE 233002632,0,0
0501070T0,Teicoplanin,0,0
239007090,DUMMY CHEMICAL SUBSTANCE 239007090,0,0
190605000,Other oil preparations,0,0
190400000,Other single substance preparations,0,0
236056063,DUMMY CHEMICAL SUBSTANCE 236056063,0,0
1003020M0,Felbinac,0,0
231530615,DUMMY CHEMICAL SUBSTANCE 231530615,0,0
223049530,DUMMY CHEMICAL SUBSTANCE 223049530,0,0
0801010H0,Cyclophosphamide,0,0
190606000,Other tincture preparations,0,0
1304000B0,Alclometasone dipropionate,0,0
0207030A0,Adrenaline,0,0
130900000,Other shampoo and scalp preparations,0,0
0301011AB,Beclometdiprop/formoterol/glycopyrronium,0,0
0301040W0,Umeclidinium bromide/vilanterol,0,0
0106070A0,Prucalopride,0,0
226050560,DUMMY CHEMICAL SUBSTANCE 226050560,0,0
090401030,Gluten free mixes,0,0
1306020C0,Co-cyprindiol (Cyprote acetate/ethinylestradiol),0,0
0402020G0,Flupentixol decanoate,0,0
1310030C0,Aciclovir,0,0
234507045,DUMMY CHEMICAL SUBSTANCE 234507045,0,0
0401010B0,Chloral hydrate,0,0
239410096,DUMMY CHEMICAL SUBSTANCE 239410096,0,0
0403010T0,Mianserin hydrochloride,0,0
201000002,DUMMY CHEMICAL SUBSTANCE 201000002,0,0
0203020G0,Disopyramide phosphate,0,0
229007590,DUMMY CHEMICAL SUBSTANCE 229007590,0,0
230507005,DUMMY CHEMICAL SUBSTANCE 230507005,0,0
0406000E0,Flunarizine dihydrochloride,0,0
233002632,DUMMY CHEMICAL SUBSTANCE 233002632,0,0
233002638,DUMMY CHEMICAL SUBSTANCE 233002638,0,0
0402020AB,Paliperidone,0,0
201500000,DUMMY CHEMICAL SUBSTANCE 201500000,0,0
0502030A0,Amphotericin,0,0
236034560,DUMMY CHEMICAL SUBSTANCE 236034560,0,0
1201010AF,Ciprofloxacin/fluocinolone,0,0
131003000,Other antiviral preparations,0,0
0901030N0,Methoxy polyethylene glycol-epoetin beta,0,0
0906026M0,Thiamine hydrochloride,0,0
0103010T0,Ranitidine hydrochloride,0,0
1202010W0,Fluticasone furoate,0,0
0601023AQ,Dulaglutide,0,0
1003020I0,Diethylamine salicylate,0,0
0402010AD,Aripiprazole,0,0
040801050,Topiramate,0,0
0906070T0,Vitamins caps,0,0
0408010Q0,Phenytoin sodium,0,0
0601012Z0,Insulin degludec,0,0
0309020D0,Simple,0,0
0205040V0,Terazosin hydrochloride,0,0
1404000AL,Shingles (H/Z),0,0
233556037,DUMMY CHEMICAL SUBSTANCE 233556037,0,0
234506045,DUMMY CHEMICAL SUBSTANCE 234506045,0,0
211800001,DUMMY CHEMICAL SUBSTANCE 211800001,0,0
238007080,DUMMY CHEMICAL SUBSTANCE 238007080,0,0
1305020S0,Salicylic acid,0,0
239201092,DUMMY CHEMICAL SUBSTANCE 239201092,0,0
0408010AG,Stiripentol,0,0
0301012F0,Ephedrine hydrochloride,0,0
140400050,Varicella vaccine live,0,0
0704040D0,Chlorhexidine acetate,0,0
0904010AN,Low protein miscellaneous,0,0
0905013N0,Magnesium sulfate,0,0
1001010Q0,Phenylbutazone,0,0
235524055,DUMMY CHEMICAL SUBSTANCE 235524055,0,0
0904010U0,Gluten free/wheat free bread,0,0
0206020B0,Trimetazidine hydrochloride,0,0
201800000,DUMMY CHEMICAL SUBSTANCE 201800000,0,0
0502020A0,Ketoconazole,0,0
0503010AE,Raltegravir,0,0
1001010AJ,Etoricoxib,0,0
0704020AC,Darifenacin hydrobromide,0,0
0103050R0,Pantoprazole,0,0
0403040F0,Flupentixol hydrochloride,0,0
1304000G0,Clobetasol propionate,0,0
0501030T0,Oxytetracycline,0,0
0601023W0,Metformin hydrochloride/pioglitazone,0,0
0403040U0,Reboxetine,0,0
224003040,DUMMY CHEMICAL SUBSTANCE 224003040,0,0
1502010A0,Tetracaine,0,0
230541005,DUMMY CHEMICAL SUBSTANCE 230541005,0,0
1314000H0,Heparinoid,0,0
0401010P0,Lormetazepam,0,0
0702020H0,Econazole nitrate,0,0
0502010C0,Itraconazole,0,0
0403020K0,Moclobemide,0,0
0407020T0,Pentazocine hydrochloride,0,0
239448094,DUMMY CHEMICAL SUBSTANCE 239448094,0,0
0403020M0,Phenelzine sulfate,0,0
0501070W0,Linezolid,0,0
220524005,DUMMY CHEMICAL SUBSTANCE 220524005,0,0
0407041F0,Ergotamine tartrate,0,0
0402010AE,Paliperidone,0,0
202000003,DUMMY CHEMICAL SUBSTANCE 202000003,0,0
0206020B0,Trimetazidine hydrochloride,0,0
0703010S0,Estradiol and nomegestrol,0,0
090501300,Other magnesium preparations,0,0
0501110G0,Tinidazole,0,0
1001040A0,Benzbromarone,0,0
225060550,DUMMY CHEMICAL SUBSTANCE 225060550,0,0
1203030M0,Lidocaine hydrochloride,0,0
1310011W0,Polymyxins,0,0
0106040M0,Macrogol 3350,0,0
0106020M0,Senna,0,0
210102301,DUMMY CHEMICAL SUBSTANCE 210102301,0,0
211600001,DUMMY CHEMICAL SUBSTANCE 211600001,0,0
1502010J0,Lidocaine hydrochloride,0,0
1103010G0,Gentamicin sulfate,0,0
0408010D0,Oxcarbazepine,0,0
239448094,DUMMY CHEMICAL SUBSTANCE 239448094,0,0
233002634,DUMMY CHEMICAL SUBSTANCE 233002634,0,0
0702020P0,Miconazole nitrate,0,0
0607010T0,Quinagolide hydrochloride,0,0
1203040I0,Hydrogen peroxide,0,0
239007090,DUMMY CHEMICAL SUBSTANCE 239007090,0,0
190400000,Other single substance preparations,0,0
0403020M0,Phenelzine sulfate,0,0
0410030E0,Naltrexone hydrochloride,0,0
228007580,DUMMY CHEMICAL SUBSTANCE 228007580,0,0
232009020,DUMMY CHEMICAL SUBSTANCE 232009020,0,0
0403040R0,Oxitriptan,0,0
0411000D0,Donepezil hydrochloride,0,0
0106020C0,Bisacodyl,0,0
0407042F0,Clonidine hydrochloride,0,0
0204000T0,Sotalol hydrochloride,0,0
0906040B0,Alfacalcidol,0,0
0102000T0,Peppermint oil,0,0
0501070AE,Fosfomycin trometamol,0,0
0601060U0,Urine testing reagents,0,0
238010080,DUMMY CHEMICAL SUBSTANCE 238010080,0,0
0403010F0,Clomipramine hydrochloride,0,0
0905013A0,Magnesium aspartate,0,0
239448094,DUMMY CHEMICAL SUBSTANCE 239448094,0,0
1303000F0,Doxepin hydrochloride,0,0
233556038,DUMMY CHEMICAL SUBSTANCE 233556038,0,0
210705301,DUMMY CHEMICAL SUBSTANCE 210705301,0,0
0407020T0,Pentazocine hydrochloride,0,0
1001010AD,Ibuprofen lysine,0,0
239632496,DUMMY CHEMICAL SUBSTANCE 239632496,0,0
231029510,DUMMY CHEMICAL SUBSTANCE 231029510,0,0
200900011,DUMMY CHEMICAL SUBSTANCE 200900011,0,0
228026580,DUMMY CHEMICAL SUBSTANCE 228026580,0,0
201000001,DUMMY CHEMICAL SUBSTANCE 201000001,0,0
010602000,Other stimulant laxative preparations,0,0
0212000AJ,Fenofibrate/simvastatin,0,0
0704050J0,Papaverine hydrochloride,0,0
130300000,Other topical anaesthetic and antipruritic preparations,0,0
1306010M0,Isotretinoin,0,0
0202020L0,Furosemide,0,0
0401010R0,Nitrazepam,0,0
238030680,DUMMY CHEMICAL SUBSTANCE 238030680,0,0
213000004,DUMMY CHEMICAL SUBSTANCE 213000004,0,0
0202040B0,Co-amilofruse (Amiloride hydrochloride/frusemide),0,0
0402010H0,Flupentixol hydrochloride,0,0
0411000E0,Rivastigmine,0,0
0601023AV,Saxagliptin/dapagliflozin,0,0
091101000,Other amino acidandnutritional agent preparations,0,0
0409030R0,Riluzole,0,0
232048020,DUMMY CHEMICAL SUBSTANCE 232048020,0,0
1203040C0,Cetylpyridinium chloride,0,0
0203020X0,Dronedarone hydrochloride,0,0
200302001,DUMMY CHEMICAL SUBSTANCE 200302001,0,0
0501120P0,Ofloxacin,0,0
0408010AL,Brivaracetam,0,0
238033580,DUMMY CHEMICAL SUBSTANCE 238033580,0,0
0906040P0,Paricalcitol,0,0
0904010AE,Gluten free/low protein cereals,0,0
200202006,DUMMY CHEMICAL SUBSTANCE 200202006,0,0
1001030J0,Sodium aurothiomalate,0,0
090401020,Low protein grains/flours,0,0
0304020Y0,Mepolizumab,0,0
0501011J0,Benzylpenicillin sodium (Penicillin G),0,0
0401010Z0,Zopiclone,0,0
0402010AB,Quetiapine,0,0
0408010W0,Sodium valproate,0,0
0601012D0,Biphasic isophane insulin,0,0
1304000F0,Betamethasone valerate,0,0
0606020W0,Ibandronic acid,0,0
0704020AA,Duloxetine hydrochloride,0,0
0604011P0,Oestrogens conjugated,0,0
1001040V0,Febuxostat,0,0
238033780,DUMMY CHEMICAL SUBSTANCE 238033780,0,0
239601097,DUMMY CHEMICAL SUBSTANCE 239601097,0,0
1106000X0,Pilocarpine hydrochloride,0,0
1309000L0,Benzalkonium chloride,0,0
100101080,Aceclofenac,0,0
1001010AG,Diclofenac potassium,0,0
239610097,DUMMY CHEMICAL SUBSTANCE 239610097,0,0
0407010M0,Co-codaprin (Codeine phosphate/aspirin),0,0
0303010J0,Nedocromil sodium,0,0
0203020X0,Dronedarone hydrochloride,0,0
1106000Y0,Pilocarpine nitrate,0,0
200501001,DUMMY CHEMICAL SUBSTANCE 200501001,0,0
0401010AC,Sodium oxybate,0,0
1001030J0,Sodium aurothiomalate,0,0
233024030,DUMMY CHEMICAL SUBSTANCE 233024030,0,0
234522545,DUMMY CHEMICAL SUBSTANCE 234522545,0,0
212700017,DUMMY CHEMICAL SUBSTANCE 212700017,0,0
0504080A0,Atovaquone,0,0
0901030N0,Methoxy polyethylene glycol-epoetin beta,0,0
228060580,DUMMY CHEMICAL SUBSTANCE 228060580,0,0
010602000,Other stimulant laxative preparations,0,0
237541075,DUMMY CHEMICAL SUBSTANCE 237541075,0,0
0704060B0,Lidocaine/prilocaine (Premature Ejaculation),0,0
0304010D0,Loratadine,0,0
0106040M0,Macrogol 3350,0,0
0302000V0,Fluticasone furoate (Inhalation),0,0
0206030Z0,Ranolazine,0,0
210122001,DUMMY CHEMICAL SUBSTANCE 210122001,0,0
0901011W0,Sodium feredetate,0,0
0601011N0,Soluble insulin (Neutral insulin),0,0
1310012K0,Metronidazole,0,0
1001010X0,Nabumetone,0,0
1306030B0,Ivermectin,0,0
0407041A0,Analgesics with anti-emetics,0,0
237007070,DUMMY CHEMICAL SUBSTANCE 237007070,0,0
236030563,DUMMY CHEMICAL SUBSTANCE 236030563,0,0
0106020J0,Co-danthrusate (Dantron/docusate sodium),0,0
0409010S0,Tolcapone,0,0
0908010T0,Betaine anhydrous,0,0
0505050P0,Praziquantel,0,0
0901030N0,Methoxy polyethylene glycol-epoetin beta,0,0
0906040G0,Colecalciferol,0,0
0401010T0,Temazepam,0,0
0407020L0,Meptazinol hydrochloride,0,0
200312000,DUMMY CHEMICAL SUBSTANCE 200312000,0,0
1302010Y0,Wool alcohols,0,0
0205051K0,Lisinopril with diuretic,0,0
231510015,DUMMY CHEMICAL SUBSTANCE 231510015,0,0
0905022C0,Calcium acetate,0,0
1104020AE,Ciclosporin (Eye Anti Inflammatory),0,0
0407020K0,Diamorphine hydrochloride (Systemic),0,0
236034563,DUMMY CHEMICAL SUBSTANCE 236034563,0,0
1310011M0,Mupirocin,0,0
239601096,DUMMY CHEMICAL SUBSTANCE 239601096,0,0
233501036,DUMMY CHEMICAL SUBSTANCE 233501036,0,0
233056030,DUMMY CHEMICAL SUBSTANCE 233056030,0,0
1001010L0,Ketoprofen,0,0
0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),0,0
1203030M0,Lidocaine hydrochloride,0,0
238039380,DUMMY CHEMICAL SUBSTANCE 238039380,0,0
200202005,DUMMY CHEMICAL SUBSTANCE 200202005,0,0
0304020AB,Timothy grass pollen allergen extract,0,0
210112003,DUMMY CHEMICAL SUBSTANCE 210112003,0,0
0403010T0,Mianserin hydrochloride,0,0
200304003,DUMMY CHEMICAL SUBSTANCE 200304003,0,0
0206040AI,Moxisylyte hydorchloride,0,0
223005030,DUMMY CHEMICAL SUBSTANCE 223005030,0,0
0501090A0,Aminosalicylic acid,0,0
0902011AA,Patiromer calcium,0,0
1203030F0,Dequalinium chloride,0,0
1107000Q0,Proxymetacaine hydrochloride,0,0
0901012I0,Iron sucrose,0,0
1001022N0,Prednisolone acetate,0,0
0607020B0,Buserelin,0,0
230510090,DUMMY CHEMICAL SUBSTANCE 230510090,11240,0
1306020J0,Isotretinoin,4661,0
0403010V0,Nortriptyline,53642,0
0401020B0,Buspirone hydrochloride,14783,0
200202003,DUMMY CHEMICAL SUBSTANCE 200202003,1455,0
1001030L0,Leflunomide,15030,0
0605010S0,Somatropin,4800,0
231501015,DUMMY CHEMICAL SUBSTANCE 231501015,2527,0
0302000U0,Ciclesonide,3855,0
0603020C0,Betamethasone sodium phosphate,3015,0
200503004,DUMMY CHEMICAL SUBSTANCE 200503004,1832,0
238020880,DUMMY CHEMICAL SUBSTANCE 238020880,859,0
239456094,DUMMY CHEMICAL SUBSTANCE 239456094,70,0
210300001,DUMMY CHEMICAL SUBSTANCE 210300001,182,0
0501070N0,Sodium fusidate,235,0
0303010J0,Nedocromil sodium,187,0
233059510,DUMMY CHEMICAL SUBSTANCE 233059510,294,0
232506025,DUMMY CHEMICAL SUBSTANCE 232506025,17,0
090602800,Other vitamin B preparations,232,0
1307000C0,Formaldehyde,15,0
1404000AF,Haemophilus influenzae B/meningococcal C,67,0
070403000,Other urological pain preparations,17,0
0502010A0,Posaconazole,16,0
0205051AB,Perindopril tosilate/indapamide,1,0
238541585,DUMMY CHEMICAL SUBSTANCE 238541585,6,0
1203030J0,Hexylresorcinol,7,0
228062080,DUMMY CHEMICAL SUBSTANCE 228062080,2,0
1302010K0,Lactic acid,3,0
0310000Q0,Phenylephrine hydrochloride,7,0
0206040AL,Acetyl-l-carnitine,0,0
0407042F0,Clonidine hydrochloride,0,0
0704010A0,Alfuzosin hydrochloride,0,0
0802010G0,Azathioprine,0,0
0601012V0,Insulin glargine,0,0
0102000N0,Hyoscine butylbromide,0,0
210200011,DUMMY CHEMICAL SUBSTANCE 210200011,0,0
0905011D0,Calcium carbonate,0,0
228010080,DUMMY CHEMICAL SUBSTANCE 228010080,0,0
0704020AD,Fesoterodine fumarate,0,0
1310040Q0,Permethrin,0,0
230533705,DUMMY CHEMICAL SUBSTANCE 230533705,0,0
0205051W0,Imidapril hydrochloride,0,0
1103010G0,Gentamicin sulfate,0,0
239448099,DUMMY CHEMICAL SUBSTANCE 239448099,0,0
239401096,DUMMY CHEMICAL SUBSTANCE 239401096,0,0
1106000T0,Levobunolol hydrochloride,0,0
0208020H0,Acenocoumarol,0,0
231510615,DUMMY CHEMICAL SUBSTANCE 231510615,0,0
0702020P0,Miconazole nitrate,0,0
239601096,DUMMY CHEMICAL SUBSTANCE 239601096,0,0
1002010Q0,Pyridostigmine bromide,0,0
0904010F0,Gluten free/low protein bread,0,0
233002635,DUMMY CHEMICAL SUBSTANCE 233002635,0,0
0503021E0,Famciclovir,0,0
231029510,DUMMY CHEMICAL SUBSTANCE 231029510,0,0
228029580,DUMMY CHEMICAL SUBSTANCE 228029580,0,0
234665046,DUMMY CHEMICAL SUBSTANCE 234665046,0,0
226041060,DUMMY CHEMICAL SUBSTANCE 226041060,0,0
0107020F0,Fluocortolone,0,0
200900003,DUMMY CHEMICAL SUBSTANCE 200900003,0,0
0901030I0,Deferiprone,0,0
1902070Q0,Naloxone hydrochloride,0,0
1001010Q0,Phenylbutazone,0,0
0404000D0,Caffeine,0,0
0409010I0,Levodopa,0,0
1003010P0,Hyaluronidase,0,0
223007530,DUMMY CHEMICAL SUBSTANCE 223007530,0,0
0802040U0,Glatiramer acetate,0,0
1404000AG,Rotavirus,0,0
0503010AL,Atazanavir and cobicistat,0,0
0101010U0,Sodium citrate,0,0
0604020F0,Mesterolone,0,0
1103010T0,Cefuroxime sodium,0,0
0901060K0,Lenograstim,0,0
235011050,DUMMY CHEMICAL SUBSTANCE 235011050,0,0
090603100,Other vitamin C (Ascorbic acid) preparations,0,0
0101012A0,Gripe mixtures,0,0
0304020X0,Omalizumab,0,0
228044580,DUMMY CHEMICAL SUBSTANCE 228044580,0,0
237033570,DUMMY CHEMICAL SUBSTANCE 237033570,0,0
0407020P0,Morphine hydrochloride,0,0
0601023S0,Rosiglitazone,0,0
0908010AL,Sucrase,0,0
0503010AN,Efavirenz/emtricitabine/tenofovir disoproxil,0,0
233010530,DUMMY CHEMICAL SUBSTANCE 233010530,0,0
1003020P0,Ibuprofen,0,0
1108010F0,Hypromellose,0,0
0704020AE,Mirabegron,0,0
213000007,DUMMY CHEMICAL SUBSTANCE 213000007,0,0
0501030T0,Oxytetracycline,0,0
210125001,DUMMY CHEMICAL SUBSTANCE 210125001,0,0
0603020G0,Dexamethasone,0,0
0703050A0,Levonorgestrel,0,0
0401020T0,Oxazepam,0,0
0208010L0,Dalteparin sodium,0,0
110801000,Other eye tear/lubricant/astringent preparations,0,0
212300001,DUMMY CHEMICAL SUBSTANCE 212300001,0,0
1305020V0,Cocois,0,0
200322000,DUMMY CHEMICAL SUBSTANCE 200322000,0,0
0409010AA,Safinamide,0,0
229007590,DUMMY CHEMICAL SUBSTANCE 229007590,0,0
0601040H0,Glucagon,0,0
0803042S0,Triptorelin embonate,0,0
0206040AG,Pentoxifylline,0,0
212700021,DUMMY CHEMICAL SUBSTANCE 212700021,0,0
0905041R0,Zinc sulfate monohydrate,0,0
0410020D0,Nicotine bitartrate,0,0
236033560,DUMMY CHEMICAL SUBSTANCE 236033560,0,0
239410101,DUMMY CHEMICAL SUBSTANCE 239410101,0,0
1307000K0,Podophyllotoxin,0,0
1108020K0,Fluorescein sodium,0,0
233001030,DUMMY CHEMICAL SUBSTANCE 233001030,0,0
239441094,DUMMY CHEMICAL SUBSTANCE 239441094,0,0
200402001,DUMMY CHEMICAL SUBSTANCE 200402001,0,0
228017580,DUMMY CHEMICAL SUBSTANCE 228017580,0,0
1404000U0,Yellow fever,0,0
1302010Z0,Chlohexidine gluconate (Emollient),0,0
0403040T0,Nefazodone hydrochloride,0,0
1107000C0,Tetracaine hydrochloride,0,0
131200000,Other antiperspirant preparations,0,0
1405020C0,Varicella-zoster immunoglobulin,0,0
1108010B0,Carbomer 940/980,0,0
1304000Y0,Mometasone furoate,0,0
0601023B0,Pioglitazone hydrochloride,0,0
1306020J0,Isotretinoin,0,0
0206030Y0,Ivabradine,0,0
0204000T0,Sotalol hydrochloride,0,0
0902021X0,Water for injection,0,0
1312000C0,Aluminium chloride,0,0
1106000X0,Pilocarpine hydrochloride,0,0
090401020,Low protein grains/flours,0,0
1305020W0,Calcitriol,0,0
0905012I0,Cinacalcet hydrochloride,0,0
1108030AA,Carbomer,0,0
200502001,DUMMY CHEMICAL SUBSTANCE 200502001,0,0
220210005,DUMMY CHEMICAL SUBSTANCE 220210005,0,0
212700014,DUMMY CHEMICAL SUBSTANCE 212700014,0,0
